№;Наименование;Регистрационный номер;Адрес (место нахождения);Регион регистрации;Вид деятельности/отрасль;Налоговый режим;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2022, Расходы, RUB;2023, Расходы, RUB;2023, Налоги, RUB;2023, Земельный налог, RUB;2023, Налог на имущество, RUB;2023, Налог на прибыль, RUB;2023, Налог по УСН, RUB;2023, НДС, RUB;2023, Страховые взносы в ПФР, RUB;2023, Страховые взносы в ФОМС, RUB;2023, Страховые взносы в ФСС, RUB;2023, Нематериальные активы, RUB;2019, Основные средства , RUB;2020, Основные средства , RUB;2021, Основные средства , RUB;2022, Основные средства , RUB;2023, Основные средства , RUB;2023, Доходные вложения в материальные ценности, RUB;2023, Долгосрочные финансовые вложения, RUB;2023, Отложенные налоговые активы, RUB;2023, Прочие внеоборотные активы, RUB;2023, Внеоборотные активы, RUB;2023, Запасы, RUB;2019, Чистые активы, RUB;2020, Чистые активы, RUB;2021, Чистые активы, RUB;2022, Чистые активы, RUB;2023, Чистые активы, RUB;2023, НДС по приобретенным ценностям , RUB;2019, Дебиторская задолженность, RUB;2020, Дебиторская задолженность, RUB;2021, Дебиторская задолженность, RUB;2022, Дебиторская задолженность, RUB;2023, Дебиторская задолженность, RUB;2023, Краткосрочные финансовые вложения, RUB;2023, Денежные средства и денежные эквиваленты, RUB;2023, Прочие оборотные активы, RUB;2023, Оборотные активы, RUB;2023, Активы  всего, RUB;2023, Уставный капитал , RUB;2023, Собственные акции, выкупленные у акционеров, RUB;2023, Переоценка внеоборотных активов, RUB;2023, Добавочный капитал, RUB;2023, Резервный капитал, RUB;2019, Нераспределенная прибыль (непокрытый убыток), RUB;2020, Нераспределенная прибыль (непокрытый убыток), RUB;2021, Нераспределенная прибыль (непокрытый убыток), RUB;2022, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Капитал и резервы, RUB;2019, Заёмные средства (долгосрочные), RUB;2020, Заёмные средства (долгосрочные), RUB;2021, Заёмные средства (долгосрочные), RUB;2022, Заёмные средства (долгосрочные), RUB;2023, Заёмные средства (долгосрочные), RUB;2023, Отложенные налоговые обязательства, RUB;2023, Прочие долгосрочные обязательства, RUB;2023, Долгосрочные обязательства, RUB;2019, Заёмные средства (краткосрочные), RUB;2020, Заёмные средства (краткосрочные), RUB;2021, Заёмные средства (краткосрочные), RUB;2022, Заёмные средства (краткосрочные), RUB;2023, Заёмные средства (краткосрочные), RUB;2019, Кредиторская задолженность, RUB;2020, Кредиторская задолженность, RUB;2021, Кредиторская задолженность, RUB;2022, Кредиторская задолженность, RUB;2023, Кредиторская задолженность, RUB;2023, Доходы будущих периодов , RUB;2023, Прочие краткосрочные обязательства, RUB;2023, Краткосрочные обязательства, RUB;2023, Пассивы всего, RUB;2023, Собственный оборотный капитал, RUB;2023, Собственный капитал, RUB;2023, Совокупный долг, RUB;2019, Выручка, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2019, Себестоимость продаж, RUB;2020, Себестоимость продаж, RUB;2021, Себестоимость продаж, RUB;2022, Себестоимость продаж, RUB;2023, Себестоимость продаж, RUB;2023, Валовая прибыль (убыток), RUB;2023, Коммерческие расходы, RUB;2023, Управленческие расходы, RUB;2019, Прибыль (убыток) от продажи, RUB;2020, Прибыль (убыток) от продажи, RUB;2021, Прибыль (убыток) от продажи, RUB;2022, Прибыль (убыток) от продажи, RUB;2023, Прибыль (убыток) от продажи, RUB;2023, Доходы от участия в других организациях, RUB;2023, Проценты к получению, RUB;2023, Проценты к уплате, RUB;2023, Прочие доходы, RUB;2023, Прочие расходы, RUB;2023, Прибыль (убыток) до налогообложения , RUB;2023, Текущий налог на прибыль, RUB;2023, Чистая прибыль (убыток), RUB;2023, EBIT, RUB;2023, Поступления от текущих операций, RUB;2023, Поступления от продаж, RUB;2023, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB;2023, Поступления от перепродажи финансовых вложений, RUB;2023, Платежи по текущим операциям, RUB;2023, Платежи поставщикам и подрядчикам, RUB;2023, Оплата труда, RUB;2023, Оплата процентов по долговым обязательствам, RUB;2023, Налог на прибыль, RUB;2023, Сальдо денежных потоков от текущих операций, RUB;2023, Поступления от инвестиционных операций, RUB;2023, Продажа внеоборотных активов, RUB;2023, Продажа акций других организаций, RUB;2023, Поступления от возврата займов, продажи долговых ценных бумаг, RUB;2023, Получение дивидендов, процентов, RUB;2023, Платежи по инвестиционным операциям, RUB;2023, Приобретение внеоборотных активов, RUB;2023, Приобретение акций (долей участия), RUB;2023, Приобретение долговых ценных бумаг, предоставление займов, RUB;2023, Платежи по процентам, RUB;2023, Сальдо денежных потоков от инвестиционных операций, RUB;2023, Поступления от финансовых операций, RUB;2023, Получение кредитов и займов, RUB;2023, Поступление денежных вкладов собственников (участников), RUB;2023, Поступления от выпуска акций, увеличения долей участия, RUB;2023, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB;2023, Платежи по финансовым операциям, RUB;2019, Выплата дивидендов, RUB;2020, Выплата дивидендов, RUB;2021, Выплата дивидендов, RUB;2022, Выплата дивидендов, RUB;2023, Выплата дивидендов, RUB;2023, Погашение векселей, возврат кредитов и займов, RUB;2023, Сальдо денежных потоков от финансовых операций, RUB;2023, Сальдо денежных потоков за отчетный период, RUB;2023, Поступление денежных средств всего, RUB;2023, Платежей всего, RUB;2023, Период погашения кредиторской задолженности, дни;2023, Оборачиваемость кредиторской задолженности, разы;2023, Период оборота запасов, дни;2023, Оборачиваемость запасов, разы;2023, Период погашения дебиторской задолженности, дни;2023, Оборачиваемость дебиторской задолженности, разы;2023, Оборачиваемость основных средств, разы;2023, Период оборота основных средств, дни;2023, Период оборота активов, дни;2023, Соотношение валовой прибыли к активам компании, %;2023, Cooтношение дебиторской задолженности к активам компании, %;2023, Доля рабочего капитала в активах компании, %;2023, Коэффициент оборачиваемости совокупных активов, %;2023, Коэффициент соотношения заемных и собственных средств, %;2023, Коэффициент покрытия процентов по EBIT, %;2023, Соотношение совокупного долга к капиталу, %;2023, Соотношение чистого долга к капиталу, %;2023, Соотношение совокупного долга к EBIT, %;2023, Коэффициент долгосрочного привлечения заемных средств, %;2023, Коэффициент концентрации собственного капитала (автономии), %;2023, Коэффициент маневренности собственных средств, %;2023, Коэффициент обеспеченности собственными оборотными средствами, %;2023, Коэффициент концентрации заемного капитала,%;2023, Чистая норма прибыли, %;2023, Коммерческие и управленческие расходы к выручке, %;2023, Валовая рентабельность, %;2023, Рентабельность продаж, %;2023, Валовая рентабельность затрат, %;2023, Валовая рентабельность коммерческих и управленческих расходов, %;2023, Рентабельность затрат, %;2023, Доля себестоимости как процент от выручки, %;2023, Рентабельность прибыли до налогообложения и процентов - (EBITM), %;2023, Рентабельность активов (ROA), %;2023, Рентабельность капитала (ROE), %;2023, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %;2023, Коэффициент текущей ликвидности, %;2023, Доля краткосрочной в общем объеме задолженности, %;2023, Коэффициент быстрой ликвидности, %;2023, Коэффициент абсолютной ликвидности, %
11;БИЗНЕС И УПРАВЛЕНИЕ, ООО;1155958043097;614000, Пермский кр., г. Пермь, ул. Монастырская, д. 23;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;26 357 000;16 607 000;24 481 000;24 852 000;78 949 000;25 634 000;15 056 000;26 010 000;24 366 000;69 728 000;;;;;;;;;;;;;149 000;240 000;480 000;;;;;480 000;1 592 000;8 083 000;9 559 000;9 655 000;9 638 000;14 774 000;;8 332 000;10 960 000;8 705 000;9 475 000;11 028 000;;5 254 000;;17 874 000;18 354 000;;;;;;;;;;;14 774 000;;;22 000;1 068 000;;;;;145 000;1 884 000;;;;933 000;453 000;520 000;1 394 000;3 580 000;;;3 580 000;18 354 000;14 294 000;14 774 000;3 580 000;26 245 000;16 182 000;23 965 000;24 024 000;78 473 000;25 390 000;14 705 000;25 641 000;23 977 000;68 690 000;;;;855 000;1 477 000;-1 676 000;47 000;9 783 000;;;20 000;476 000;1 018 000;9 221 000;2 221 000;7 000 000;9 241 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,22;31,60;8,30;43,80;48,00;7,70;218,00;1,70;71,00;;60,08%;77,88%;515,37%;24,23%;100,00%;;-35,56%;;;80,49%;96,75%;79,97%;19,51%;8,92%;;;12,47%;;;14,24%;87,53%;-0,03%;45,97%;57,35%;;499,27%;;454,80%;146,76%
12;ГРАНД, ООО;1065908026909;614032, Пермский кр., г. Пермь, ул. Кировоградская, д. 106;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;43 014 000;35 272 000;55 380 000;83 558 000;;48 229 000;37 032 000;53 057 000;61 569 000;;;;;;;;;;;;8 803 000;7 690 000;7 268 000;6 848 000;9 969 000;;;;;9 969 000;1 745 000;-88 984 000;-90 895 000;-88 830 000;-63 559 000;-60 282 000;;1 845 000;1 990 000;1 999 000;1 328 000;1 551 000;;4 762 000;;8 058 000;18 027 000;;;;;;;;;;;-60 282 000;;;;;;;;;47 591 000;53 791 000;47 591 000;18 764 000;18 764 000;55 192 000;54 603 000;54 076 000;56 909 000;59 545 000;;;78 309 000;18 027 000;-51 487 000;-60 282 000;78 309 000;42 681 000;33 449 000;48 440 000;83 558 000;77 380 000;45 851 000;36 524 000;52 170 000;60 736 000;73 312 000;;;;-3 170 000;-3 075 000;-3 730 000;22 822 000;4 068 000;;;;2 527 000;1 731 000;4 864 000;1 587 000;3 277 000;4 864 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;289,90;1,30;7,20;50,70;7,00;53,80;9,20;39,70;71,00;;8,60%;-389,70%;513,45%;-129,90%;;-31,13%;-23,23%;;;-334,40%;116,54%;-871,82%;434,40%;4,23%;;;5,26%;;;5,55%;94,74%;;21,74%;-5,29%;;10,29%;100,00%;8,06%;6,08%
13;АСТОР, ООО;1065902052072;614000, Пермский кр., г. Пермь, ул. Петропавловская, д. 40;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;44 940 000;25 808 000;47 147 000;43 138 000;64 475 000;43 536 000;25 673 000;46 830 000;42 893 000;62 277 000;;;;;;;;;;;2 131 000;1 323 000;1 095 000;745 000;627 000;;;;;627 000;1 126 000;676 000;32 000;93 000;39 000;274 000;;7 617 000;11 380 000;4 774 000;6 245 000;690 000;;6 181 000;;7 997 000;8 624 000;;;;;;;;;;;274 000;;;;;;;;;;;;;;10 082 000;17 570 000;11 255 000;12 181 000;8 350 000;;;8 350 000;8 624 000;-353 000;274 000;8 350 000;44 939 000;22 537 000;46 781 000;42 855 000;64 008 000;43 052 000;25 673 000;46 830 000;42 550 000;61 677 000;;;;1 887 000;-3 136 000;-49 000;305 000;2 331 000;;;;467 000;600 000;2 198 000;1 934 000;264 000;2 198 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,75;6,20;7,20;50,80;20,00;18,50;93,30;3,90;59,00;;8,00%;-4,09%;614,16%;3 047,45%;;;-2 255,84%;;;3,18%;-128,83%;-4,41%;96,82%;0,41%;;;3,64%;;;3,78%;96,36%;;2,53%;168,69%;;95,77%;;82,29%;74,02%
14;БЕРЕЗНИКИ-СЕРВИС, АО ФИРМА;1025901702221;618417, Пермский кр., г. Березники, пл. Советская, д. 3;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;55 171 000;41 034 000;47 549 000;59 410 000;54 018 000;49 195 000;39 642 000;50 684 000;47 410 000;50 224 000;;;;;;;;;;;6 464 000;5 979 000;5 691 000;7 110 000;6 717 000;;;;;6 717 000;547 000;12 358 000;13 605 000;10 241 000;24 015 000;20 688 000;;979 000;796 000;266 000;215 000;424 000;;18 333 000;17 000;19 321 000;26 038 000;6 000;;6 910 000;;1 000;3 442 000;6 291 000;2 927 000;17 098 000;13 771 000;20 688 000;;;;;;;;;;1 523 000;;;;3 116 000;2 649 000;3 268 000;5 852 000;5 350 000;;;5 350 000;26 038 000;13 954 000;20 688 000;5 350 000;51 044 000;39 327 000;45 169 000;44 802 000;52 594 000;48 810 000;39 387 000;50 340 000;45 873 000;49 864 000;2 730 000;;;2 234 000;-60 000;-5 171 000;-1 071 000;2 730 000;;1 424 000;;;360 000;3 794 000;;2 205 000;2 370 000;52 917 000;31 718 000;21 199 000;;51 338 000;12 116 000;37 197 000;;;1 579 000;;;;;;;;;;;;;;;;;5 532 000;;;;;5 532 000;;-5 532 000;-3 953 000;52 917 000;56 870 000;41,00;9,40;2,70;137,70;2,00;164,60;7,60;48,00;194,00;10,48%;1,63%;53,66%;188,15%;25,86%;;;-88,62%;;;79,45%;67,53%;72,31%;20,55%;4,19%;;5,19%;5,19%;5,47%;;5,47%;94,81%;4,51%;7,89%;9,87%;35,51%;361,14%;;350,92%;342,67%
15;УК ГРАНД ОТЕЛЬ ПЕРМЬ, ООО;1185958019257;614000, Пермский кр., г. Пермь, ул. Петропавловская, д. 55 этаж 1, офис 1;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;8 353 000;23 552 000;82 987 000;47 395 000;52 867 000;62 680 000;16 650 000;36 826 000;24 253 000;31 052 000;;;;;;;;;;;;;;128 000;1 041 000;;;;;1 041 000;;-54 455 000;-47 553 000;-1 199 000;10 334 000;8 398 000;;1 734 000;3 085 000;389 000;2 258 000;1 334 000;;10 650 000;;11 984 000;13 025 000;;;;;;-54 465 000;-47 563 000;-1 209 000;;;8 398 000;;;;;;;;;56 050 000;56 950 000;18 400 000;;;1 038 000;2 128 000;4 078 000;3 587 000;4 627 000;;;4 627 000;13 025 000;7 357 000;8 398 000;4 627 000;8 353 000;23 552 000;43 900 000;47 007 000;51 976 000;62 596 000;16 414 000;35 065 000;23 827 000;30 392 000;;;;-54 243 000;7 138 000;8 835 000;23 180 000;21 584 000;;;;891 000;660 000;21 815 000;1 252 000;20 563 000;21 815 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,32;12,70;0,30;1 181,30;13,00;28,90;88,90;4,10;95,00;;10,24%;56,48%;385,78%;55,10%;;;-126,82%;;;64,48%;87,60%;61,39%;35,52%;39,56%;;;41,53%;;;71,02%;58,47%;;152,62%;219,55%;;259,00%;;259,00%;230,17%
16;ЮНИХОСТЕЛПЕРМЬ, ООО;1175958014649;614015, Пермский кр., г. Пермь, ул. Сибирская, д. 9 офис 500;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;49 398 000;30 547 000;19 858 000;34 369 000;49 704 000;30 673 000;30 704 000;22 408 000;38 349 000;49 963 000;;;;;;;;;;;21 928 000;20 735 000;19 582 000;19 293 000;21 648 000;;;;;21 648 000;796 000;21 499 000;20 873 000;18 125 000;13 765 000;13 874 000;;1 091 000;862 000;360 000;3 064 000;2 766 000;;368 000;;3 930 000;25 578 000;;;;;;;;;;;13 874 000;;;;;;;;;;;;2 431 000;5 782 000;1 845 000;903 000;2 000 000;6 228 000;5 922 000;;;11 704 000;25 578 000;-1 992 000;13 874 000;11 704 000;49 287 000;30 067 000;19 602 000;34 369 000;49 704 000;29 340 000;29 394 000;22 019 000;38 265 000;49 623 000;;;;19 947 000;673 000;-2 417 000;-3 896 000;81 000;;;;;340 000;-259 000;482 000;-741 000;-259 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,68;8,20;2,90;124,90;21,00;17,10;2,40;150,30;176,00;;10,81%;-30,39%;207,09%;84,36%;;41,68%;39,02%;;;54,24%;-56,03%;-197,81%;45,76%;-1,49%;;;0,16%;;;0,16%;99,84%;;-3,09%;-5,36%;;33,58%;100,00%;26,78%;3,14%
17;ГОСТИНИЦА ЧУСОВСКАЯ, ООО;1175958040081;618206, Пермский кр., г. Чусовой, ул. 50 Лет Влксм, д. 27;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;13 285 000;14 267 000;18 693 000;28 159 000;47 748 000;12 214 000;14 861 000;17 470 000;24 344 000;43 812 000;;;;;;;;;;148 000;6 954 000;6 769 000;7 673 000;15 315 000;15 241 000;;;;138 000;15 527 000;1 591 000;9 147 000;8 232 000;9 032 000;10 735 000;13 905 000;;632 000;1 977 000;992 000;811 000;1 197 000;;1 243 000;114 000;4 146 000;19 673 000;8 890 000;;;;10 000;1 545 000;630 000;188 000;1 835 000;5 005 000;13 905 000;44 000;2 000 000;1 313 000;4 410 000;3 670 000;;;3 670 000;;;;;;898 000;657 000;1 248 000;4 839 000;2 098 000;;;2 098 000;19 673 000;1 933 000;13 905 000;5 768 000;13 216 000;14 056 000;18 602 000;23 205 000;47 732 000;7 629 000;14 606 000;16 922 000;22 364 000;42 028 000;5 704 000;;;2 299 000;-550 000;1 680 000;841 000;5 704 000;;;297 000;16 000;1 487 000;3 936 000;-477 000;2 982 000;4 233 000;47 757 000;46 989 000;;;47 300 000;25 405 000;12 258 000;297 000;;457 000;;;;;;665 000;665 000;;;;-665 000;;;;;;740 000;;;;;;740 000;-740 000;-948 000;47 757 000;48 705 000;30,12;13,80;11,80;30,90;8,00;47,50;3,10;116,80;152,00;28,99%;6,08%;10,41%;240,72%;41,48%;1 425,25%;26,39%;17,45%;86,70%;20,88%;70,68%;-11,66%;-39,12%;29,32%;6,25%;;11,95%;11,95%;13,57%;;13,57%;88,05%;7,62%;15,04%;24,20%;31,38%;197,62%;;121,73%;59,25%
18;СЕКТОР-А, ООО;1155958013474;614990, Пермский кр., г. Пермь, ул. Встречная, д. 33;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;17 496 000;12 596 000;16 181 000;34 277 000;45 761 000;17 965 000;14 022 000;14 931 000;33 189 000;35 638 000;;;;;;;;;;;;;;;;;;;;;512 000;36 627 000;40 151 000;10 000;42 624 000;52 351 000;;48 679 000;53 349 000;1 405 000;65 962 000;83 314 000;;147 000;;83 973 000;83 973 000;;;;;;;;;;;52 351 000;;;;;;;;;;;;;;12 125 000;13 387 000;1 400 000;23 640 000;31 622 000;;;31 622 000;83 973 000;52 351 000;52 351 000;31 622 000;17 496 000;12 495 000;15 760 000;33 601 000;45 011 000;17 470 000;13 921 000;12 616 000;32 151 000;34 545 000;;;;26 000;-1 426 000;3 144 000;1 450 000;10 466 000;;;;750 000;1 093 000;10 123 000;;10 123 000;10 123 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;291,95;1,60;2,10;173,80;605,00;0,60;;;609,00;;99,22%;62,34%;59,92%;60,40%;;;-0,28%;;;62,34%;100,00%;62,34%;37,66%;22,49%;;;23,25%;;;30,30%;76,75%;;13,48%;21,32%;;265,55%;;263,93%;0,46%
19;ЛИБЕРТИ, ООО;1045900072393;614015, Пермский кр., г. Пермь, ул. Пермская, д. 78 стр. А;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;19 790 000;10 975 000;25 614 000;23 383 000;44 155 000;26 644 000;16 251 000;24 873 000;36 655 000;43 076 000;;;;;;;;;;;35 317 000;32 921 000;37 584 000;31 684 000;26 336 000;;;;;26 336 000;535 000;-35 310 000;-40 689 000;-39 093 000;-52 596 000;-52 539 000;;6 859 000;6 754 000;9 533 000;10 390 000;12 314 000;;3 581 000;;16 430 000;42 766 000;;;;;;;;;;;-52 539 000;53 484 000;53 484 000;53 484 000;53 484 000;53 484 000;;746 000;54 230 000;19 902 000;22 640 000;24 003 000;25 802 000;25 803 000;4 252 000;4 622 000;4 749 000;14 046 000;15 273 000;;;41 076 000;42 766 000;1 157 000;-52 539 000;95 306 000;19 464 000;10 214 000;22 994 000;22 268 000;43 896 000;19 497 000;16 088 000;24 464 000;36 300 000;42 575 000;;;;-33 000;-5 874 000;-1 470 000;-14 032 000;1 321 000;;;;259 000;501 000;1 079 000;1 011 000;68 000;1 079 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,68;3,00;7,80;46,50;94,00;3,90;1,50;241,20;359,00;;28,79%;-57,63%;101,81%;-181,40%;;-150,91%;-144,09%;;3 206,98%;-122,85%;150,13%;-480,07%;222,85%;0,15%;;;3,01%;;;3,10%;96,99%;;0,16%;-0,13%;;40,00%;32,54%;38,70%;8,72%
20;РЕСТЦЕНТР, ООО;1185958065787;614000, Пермский край, г.о. Пермский, г Пермь, ул Пушкина, д. 73А, офис 206;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;26 651 000;15 147 000;33 095 000;39 270 000;46 516 000;30 123 000;16 622 000;29 734 000;34 332 000;37 029 000;;;;;;;;;;;4 706 000;5 957 000;3 892 000;1 806 000;1 122 000;;;;;1 122 000;240 000;-5 243 000;-6 878 000;-3 825 000;34 000;4 375 000;;3 646 000;889 000;1 793 000;3 540 000;1 485 000;;2 791 000;;4 516 000;5 638 000;;;;;;;;;;;4 375 000;;10 137 000;8 561 000;4 722 000;;;;;11 472 000;2 331 000;;;;2 662 000;1 579 000;1 367 000;1 483 000;1 263 000;;;1 263 000;5 638 000;3 253 000;4 375 000;1 263 000;26 596 000;14 022 000;31 253 000;39 002 000;41 732 000;29 786 000;15 791 000;28 870 000;33 182 000;36 297 000;;;;-3 190 000;-1 769 000;2 383 000;5 820 000;5 435 000;;;;4 784 000;732 000;9 487 000;1 147 000;8 340 000;9 487 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13,81;30,40;3,40;108,40;22,00;16,60;28,50;12,80;52,00;;26,34%;57,70%;702,74%;28,87%;;;-63,79%;;;77,60%;74,35%;72,03%;22,40%;19,98%;;;13,02%;;;14,97%;86,98%;;140,44%;378,32%;;357,56%;;338,56%;220,98%
21;АВИАОТЕЛЬ ПЕРМЬ, ООО;1185958065050;614500, Пермский край, м.о. Пермский, тер. Шоссе Космонавтов, д. 449;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;;35 950 000;26 571 000;44 200 000;37 654 000;37 473 000;35 803 000;26 510 000;35 636 000;44 748 000;36 774 000;;;;;;;;;;1 000;504 000;248 000;1 766 000;1 103 000;608 000;;;34 000;;643 000;947 000;2 022 000;1 399 000;9 318 000;2 446 000;3 145 000;19 000;2 341 000;2 055 000;3 393 000;8 292 000;3 031 000;540 000;26 000;;4 563 000;5 206 000;2 000 000;;;;;22 000;-601 000;7 318 000;446 000;1 145 000;3 145 000;;;;;;;;;;6 746 000;4 762 000;3 943 000;;3 338 000;4 505 000;4 831 000;4 042 000;2 061 000;;;2 061 000;5 206 000;1 943 000;3 145 000;2 061 000;35 828 000;24 793 000;36 928 000;36 738 000;37 428 000;26 745 000;19 638 000;26 714 000;26 073 000;22 407 000;15 021 000;;13 882 000;467 000;-1 171 000;2 033 000;-7 456 000;1 139 000;;21 000;29 000;24 000;456 000;699 000;;699 000;707 000;39 158 000;38 083 000;;;35 187 000;14 894 000;11 886 000;35 000;;3 971 000;10 760 000;;;10 760 000;;11 156 000;;;11 156 000;;-396 000;;;;;;3 938 000;;;500 000;;;3 938 000;-3 938 000;-363 000;49 918 000;50 281 000;49,71;12,30;6,60;55,30;55,00;6,60;43,70;8,30;76,00;288,53%;58,22%;48,06%;478,71%;65,53%;2 437,93%;;-0,83%;;;60,41%;79,55%;54,83%;39,59%;1,87%;37,09%;40,13%;3,04%;67,04%;108,20%;3,14%;59,87%;1,73%;8,94%;25,00%;24,83%;221,40%;;175,45%;27,46%
22;ПАРК ОТДЫХА БЕЛОГОРЬЕ, ООО;1225900000435;617442, Пермский край, м.о. Кунгурский, тер. парка отдыха Белогорье, стр. 1;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;;;;36 802 000;;;;;67 958 000;;;;;;;;;;;;;;4 982 000;211 126 000;;;;;211 126 000;665 000;;;;968 000;63 317 000;;;;;17 340 000;13 469 000;;1 598 000;477 000;16 209 000;227 335 000;10 000;;;;;;;;-2 852 000;-31 156 000;-31 146 000;;;;31 604 000;141 034 000;;;141 034 000;;;;;5 762 000;;;;2 124 000;17 222 000;94 463 000;;117 447 000;227 335 000;-1 490 000;63 317 000;258 481 000;;;;5 064 000;35 663 000;;;;2 002 000;46 040 000;-10 377 000;18 000;14 758 000;;;;-3 168 000;-25 153 000;;527 000;5 870 000;612 000;1 272 000;-31 156 000;;-31 156 000;-25 813 000;142 132 000;39 306 000;;;250 397 000;239 722 000;9 801 000;;;-108 265 000;7 000 000;;;7 000 000;;7 019 000;;;7 019 000;;-19 000;113 113 000;113 113 000;;;;3 774 000;;;;;;3 774 000;109 339 000;1 055 000;262 245 000;261 190 000;76,69;3,70;64,00;5,70;158,00;2,30;0,30;1 105,90;1 341,00;-4,56%;5,92%;-44,53%;27,22%;408,23%;-439,74%;-471,32%;-466,19%;-568,69%;69,02%;27,85%;-382,63%;-911,89%;113,70%;-87,36%;41,43%;-29,10%;-70,53%;-22,54%;-70,23%;-41,36%;129,10%;-105,30%;-23,78%;183,34%;-11,17%;13,80%;3,93%;13,23%;1,36%
23;БЛЭКБАР, ООО;1095902003636;614000, Пермский кр., г. Пермь, ул. Сибирская, д. 16;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;16 221 000;10 078 000;13 720 000;26 942 000;33 792 000;16 085 000;11 115 000;13 677 000;26 768 000;31 474 000;;;;;;;;;;;149 000;112 000;74 000;37 000;;;;;;;1 293 000;5 593 000;4 606 000;4 649 000;2 940 000;5 258 000;;8 000;139 000;25 000;70 000;67 000;204 000;4 675 000;;6 239 000;6 239 000;250 000;;;;;5 343 000;4 356 000;4 399 000;2 690 000;5 008 000;5 258 000;;;;;;;;;;;;;;495 000;223 000;715 000;394 000;981 000;;;981 000;6 239 000;5 054 000;5 258 000;981 000;16 221 000;10 078 000;13 720 000;26 942 000;33 792 000;15 675 000;;;;;33 792 000;30 647 000;;546 000;-667 000;325 000;799 000;3 145 000;;;;;827 000;2 318 000;;2 318 000;2 318 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,20;12,50;29,20;1,00;493,30;1 826,60;0,20;52,00;541,63%;1,07%;84,28%;705,99%;18,66%;;;-88,91%;;;84,28%;100,00%;84,28%;15,72%;6,86%;90,69%;100,00%;9,31%;;110,26%;10,26%;;6,86%;48,43%;56,55%;231,25%;635,98%;;504,18%;497,35%
24;ЁЛКИ ФУД, ООО;1195958035240;614530, Пермский кр., Пермский район, д. Замулянка, ул. Комбайнеров, д. 8;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;600 000;9 470 000;23 475 000;29 279 000;;542 000;9 215 000;16 858 000;28 417 000;;;;;;;;;;;;;;;2 430 000;;;;;2 430 000;;;250 000;250 000;6 413 000;2 212 000;;;;;467 000;;;207 000;;207 000;2 637 000;;;;;;;;;;;2 212 000;;;;;;;;;;600 000;600 000;;;;13 000;13 000;554 000;425 000;;;425 000;2 637 000;-218 000;2 212 000;425 000;;600 000;9 470 000;23 475 000;29 279 000;;502 000;9 150 000;16 601 000;28 078 000;;;;;98 000;320 000;6 874 000;1 201 000;;;;;339 000;862 000;757 000;105 000;862 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,36;59,80;;;3,00;125,40;24,10;15,10;60,00;;;-8,27%;609,73%;19,21%;;;-9,36%;;;83,88%;-9,86%;-105,31%;16,12%;0,36%;;;4,10%;;;4,28%;95,90%;;2,19%;2,43%;;48,71%;;48,71%;48,71%
