№;Наименование;Регистрационный номер;Адрес (место нахождения);Регион регистрации;Вид деятельности/отрасль;Налоговый режим;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2022, Расходы, RUB;2023, Расходы, RUB;2023, Налоги, RUB;2023, Земельный налог, RUB;2023, Налог на имущество, RUB;2023, Налог на прибыль, RUB;2023, Налог по УСН, RUB;2023, НДС, RUB;2023, Страховые взносы в ПФР, RUB;2023, Страховые взносы в ФОМС, RUB;2023, Страховые взносы в ФСС, RUB;2023, Нематериальные активы, RUB;2019, Основные средства , RUB;2020, Основные средства , RUB;2021, Основные средства , RUB;2022, Основные средства , RUB;2023, Основные средства , RUB;2023, Доходные вложения в материальные ценности, RUB;2023, Долгосрочные финансовые вложения, RUB;2023, Отложенные налоговые активы, RUB;2023, Прочие внеоборотные активы, RUB;2023, Внеоборотные активы, RUB;2023, Запасы, RUB;2019, Чистые активы, RUB;2020, Чистые активы, RUB;2021, Чистые активы, RUB;2022, Чистые активы, RUB;2023, Чистые активы, RUB;2023, НДС по приобретенным ценностям , RUB;2019, Дебиторская задолженность, RUB;2020, Дебиторская задолженность, RUB;2021, Дебиторская задолженность, RUB;2022, Дебиторская задолженность, RUB;2023, Дебиторская задолженность, RUB;2023, Краткосрочные финансовые вложения, RUB;2023, Денежные средства и денежные эквиваленты, RUB;2023, Прочие оборотные активы, RUB;2023, Оборотные активы, RUB;2023, Активы  всего, RUB;2023, Уставный капитал , RUB;2023, Собственные акции, выкупленные у акционеров, RUB;2023, Переоценка внеоборотных активов, RUB;2023, Добавочный капитал, RUB;2023, Резервный капитал, RUB;2019, Нераспределенная прибыль (непокрытый убыток), RUB;2020, Нераспределенная прибыль (непокрытый убыток), RUB;2021, Нераспределенная прибыль (непокрытый убыток), RUB;2022, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Капитал и резервы, RUB;2019, Заёмные средства (долгосрочные), RUB;2020, Заёмные средства (долгосрочные), RUB;2021, Заёмные средства (долгосрочные), RUB;2022, Заёмные средства (долгосрочные), RUB;2023, Заёмные средства (долгосрочные), RUB;2023, Отложенные налоговые обязательства, RUB;2023, Прочие долгосрочные обязательства, RUB;2023, Долгосрочные обязательства, RUB;2019, Заёмные средства (краткосрочные), RUB;2020, Заёмные средства (краткосрочные), RUB;2021, Заёмные средства (краткосрочные), RUB;2022, Заёмные средства (краткосрочные), RUB;2023, Заёмные средства (краткосрочные), RUB;2019, Кредиторская задолженность, RUB;2020, Кредиторская задолженность, RUB;2021, Кредиторская задолженность, RUB;2022, Кредиторская задолженность, RUB;2023, Кредиторская задолженность, RUB;2023, Доходы будущих периодов , RUB;2023, Прочие краткосрочные обязательства, RUB;2023, Краткосрочные обязательства, RUB;2023, Пассивы всего, RUB;2023, Собственный оборотный капитал, RUB;2023, Собственный капитал, RUB;2023, Совокупный долг, RUB;2019, Выручка, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2019, Себестоимость продаж, RUB;2020, Себестоимость продаж, RUB;2021, Себестоимость продаж, RUB;2022, Себестоимость продаж, RUB;2023, Себестоимость продаж, RUB;2023, Валовая прибыль (убыток), RUB;2023, Коммерческие расходы, RUB;2023, Управленческие расходы, RUB;2019, Прибыль (убыток) от продажи, RUB;2020, Прибыль (убыток) от продажи, RUB;2021, Прибыль (убыток) от продажи, RUB;2022, Прибыль (убыток) от продажи, RUB;2023, Прибыль (убыток) от продажи, RUB;2023, Доходы от участия в других организациях, RUB;2023, Проценты к получению, RUB;2023, Проценты к уплате, RUB;2023, Прочие доходы, RUB;2023, Прочие расходы, RUB;2023, Прибыль (убыток) до налогообложения , RUB;2023, Текущий налог на прибыль, RUB;2023, Чистая прибыль (убыток), RUB;2023, EBIT, RUB;2023, Поступления от текущих операций, RUB;2023, Поступления от продаж, RUB;2023, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB;2023, Поступления от перепродажи финансовых вложений, RUB;2023, Платежи по текущим операциям, RUB;2023, Платежи поставщикам и подрядчикам, RUB;2023, Оплата труда, RUB;2023, Оплата процентов по долговым обязательствам, RUB;2023, Налог на прибыль, RUB;2023, Сальдо денежных потоков от текущих операций, RUB;2023, Поступления от инвестиционных операций, RUB;2023, Продажа внеоборотных активов, RUB;2023, Продажа акций других организаций, RUB;2023, Поступления от возврата займов, продажи долговых ценных бумаг, RUB;2023, Получение дивидендов, процентов, RUB;2023, Платежи по инвестиционным операциям, RUB;2023, Приобретение внеоборотных активов, RUB;2023, Приобретение акций (долей участия), RUB;2023, Приобретение долговых ценных бумаг, предоставление займов, RUB;2023, Платежи по процентам, RUB;2023, Сальдо денежных потоков от инвестиционных операций, RUB;2023, Поступления от финансовых операций, RUB;2023, Получение кредитов и займов, RUB;2023, Поступление денежных вкладов собственников (участников), RUB;2023, Поступления от выпуска акций, увеличения долей участия, RUB;2023, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB;2023, Платежи по финансовым операциям, RUB;2019, Выплата дивидендов, RUB;2020, Выплата дивидендов, RUB;2021, Выплата дивидендов, RUB;2022, Выплата дивидендов, RUB;2023, Выплата дивидендов, RUB;2023, Погашение векселей, возврат кредитов и займов, RUB;2023, Сальдо денежных потоков от финансовых операций, RUB;2023, Сальдо денежных потоков за отчетный период, RUB;2023, Поступление денежных средств всего, RUB;2023, Платежей всего, RUB;2023, Период погашения кредиторской задолженности, дни;2023, Оборачиваемость кредиторской задолженности, разы;2023, Период оборота запасов, дни;2023, Оборачиваемость запасов, разы;2023, Период погашения дебиторской задолженности, дни;2023, Оборачиваемость дебиторской задолженности, разы;2023, Оборачиваемость основных средств, разы;2023, Период оборота основных средств, дни;2023, Период оборота активов, дни;2023, Соотношение валовой прибыли к активам компании, %;2023, Cooтношение дебиторской задолженности к активам компании, %;2023, Доля рабочего капитала в активах компании, %;2023, Коэффициент оборачиваемости совокупных активов, %;2023, Коэффициент соотношения заемных и собственных средств, %;2023, Коэффициент покрытия процентов по EBIT, %;2023, Соотношение совокупного долга к капиталу, %;2023, Соотношение чистого долга к капиталу, %;2023, Соотношение совокупного долга к EBIT, %;2023, Коэффициент долгосрочного привлечения заемных средств, %;2023, Коэффициент концентрации собственного капитала (автономии), %;2023, Коэффициент маневренности собственных средств, %;2023, Коэффициент обеспеченности собственными оборотными средствами, %;2023, Коэффициент концентрации заемного капитала,%;2023, Чистая норма прибыли, %;2023, Коммерческие и управленческие расходы к выручке, %;2023, Валовая рентабельность, %;2023, Рентабельность продаж, %;2023, Валовая рентабельность затрат, %;2023, Валовая рентабельность коммерческих и управленческих расходов, %;2023, Рентабельность затрат, %;2023, Доля себестоимости как процент от выручки, %;2023, Рентабельность прибыли до налогообложения и процентов - (EBITM), %;2023, Рентабельность активов (ROA), %;2023, Рентабельность капитала (ROE), %;2023, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %;2023, Коэффициент текущей ликвидности, %;2023, Доля краткосрочной в общем объеме задолженности, %;2023, Коэффициент быстрой ликвидности, %;2023, Коэффициент абсолютной ликвидности, %
25;ЭЛЕКТРОСЕРВИС, ООО;1085919000551;618601, Пермский край, г.о. Чердынский, г Чердынь, ул Романовская, д. 14;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;22 303 000;11 781 000;24 310 000;16 405 000;28 285 000;16 882 000;12 434 000;23 535 000;15 879 000;27 286 000;;;;;;;;;;;4 955 000;8 621 000;17 023 000;23 520 000;23 322 000;;;;;23 322 000;24 945 000;22 688 000;22 035 000;22 128 000;22 171 000;22 350 000;;16 943 000;18 634 000;16 025 000;13 802 000;14 760 000;;200 000;;39 905 000;63 227 000;;;;;;;;;;;22 350 000;2 859 000;4 824 000;16 479 000;34 266 000;38 674 000;;;38 674 000;;2 200 000;;;;305 000;3 767 000;3 815 000;2 656 000;2 203 000;;;2 203 000;63 227 000;37 702 000;22 350 000;40 877 000;22 303 000;11 781 000;21 682 000;15 602 000;27 686 000;16 882 000;12 434 000;23 535 000;15 773 000;26 832 000;;;;5 421 000;-653 000;-1 853 000;-171 000;854 000;;;;599 000;454 000;999 000;820 000;179 000;999 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,05;11,40;303,20;1,20;188,00;1,90;1,20;308,80;806,00;;23,34%;59,63%;45,27%;182,89%;;173,04%;172,14%;;63,38%;35,35%;-4,35%;-2,44%;64,65%;0,65%;;;3,08%;;;3,18%;96,92%;;0,29%;0,80%;;1 811,39%;;679,07%;9,08%
26;АССОЛЬ, ООО;1025901925940;618911, Пермский кр., г. Лысьва, ул. Суворова, д. 34;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;27 316 000;20 474 000;18 249 000;23 350 000;24 642 000;17 277 000;15 388 000;17 695 000;19 418 000;19 800 000;;;;;;;;;;;44 978 000;44 313 000;43 693 000;43 138 000;42 269 000;;355 000;;;42 624 000;301 000;5 479 000;10 376 000;14 435 000;18 249 000;22 604 000;;1 925 000;2 846 000;3 594 000;2 751 000;3 203 000;;517 000;;4 021 000;46 646 000;;;;;;;;;;;22 604 000;31 414 000;28 144 000;25 919 000;24 979 000;21 077 000;;;21 077 000;;4 232 000;2 083 000;;400 000;10 219 000;4 670 000;5 184 000;3 015 000;2 564 000;;;2 964 000;46 646 000;1 457 000;22 604 000;24 041 000;25 948 000;13 462 000;17 367 000;19 640 000;24 642 000;16 804 000;15 100 000;17 405 000;18 334 000;19 188 000;;;;9 144 000;-1 638 000;-38 000;1 306 000;5 454 000;;;115 000;;497 000;4 842 000;487 000;4 355 000;4 957 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53,06;8,80;3,60;101,00;44,00;8,30;0,60;632,50;688,00;;6,87%;2,27%;53,05%;106,36%;100,00%;95,01%;92,73%;18 675,65%;48,25%;48,46%;-88,57%;-497,89%;51,54%;17,67%;;;22,13%;;;28,42%;77,87%;-0,47%;9,38%;21,32%;;135,66%;1,86%;125,51%;17,44%
27;ГК НЫТВЕНСКИЙ, ООО;1195958038308;617001, Пермский кр., Нытвенский район, г. Нытва, ул. Павлова, д. 1;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;88 000;8 788 000;13 146 000;19 231 000;23 426 000;1 055 000;8 003 000;12 261 000;16 379 000;20 573 000;;;;;;;;;;;159 000;6 106 000;7 667 000;9 935 000;17 361 000;;86 000;;;17 447 000;547 000;-955 000;8 796 000;9 495 000;10 995 000;13 203 000;;213 000;3 004 000;3 910 000;2 083 000;2 166 000;;2 304 000;;5 017 000;22 464 000;;;;;;;;;;;13 203 000;;;;5 072 000;3 507 000;;5 420 000;8 927 000;900 000;363 000;2 302 000;937 000;;795 000;492 000;519 000;418 000;334 000;;;334 000;22 464 000;4 683 000;13 203 000;9 261 000;88 000;8 788 000;13 146 000;19 231 000;23 426 000;1 044 000;7 955 000;12 105 000;16 171 000;20 213 000;;;;-956 000;833 000;1 041 000;3 060 000;3 213 000;;;;;360 000;2 853 000;285 000;2 568 000;2 853 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6,79;62,30;7,80;46,70;33,00;11,00;1,70;212,60;311,00;;9,64%;20,85%;117,46%;70,14%;;26,56%;9,11%;;40,34%;58,77%;-32,14%;-84,59%;41,23%;10,96%;;;13,72%;;;15,90%;86,28%;;12,88%;21,22%;;1 502,10%;;1 338,32%;689,82%
28;НОВАЯ ЗВЕЗДА, ООО;1135919001195;618547, Пермский кр., г. Соликамск, ул. Транспортная, д. 4;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;19 693 000;8 739 000;12 883 000;14 797 000;23 156 000;11 238 000;8 430 000;9 863 000;10 154 000;15 381 000;;;;;;;;;;;126 000;57 000;;;;;;;;;;23 551 000;23 818 000;26 781 000;31 352 000;38 656 000;;44 902 000;46 256 000;45 661 000;46 948 000;51 814 000;;4 483 000;8 716 000;65 013 000;65 013 000;10 000;;;;;23 541 000;23 808 000;26 771 000;31 342 000;38 646 000;38 656 000;28 307 000;27 691 000;26 184 000;25 283 000;24 783 000;;;24 783 000;;1 015 000;353 000;;;599 000;900 000;1 004 000;1 397 000;1 574 000;;;1 574 000;65 013 000;54 723 000;38 656 000;26 357 000;18 915 000;8 238 000;11 605 000;14 797 000;23 142 000;;;;;;23 142 000;11 340 000;;9 851 000;2 335 000;4 925 000;7 023 000;11 802 000;;;2 910 000;14 000;1 131 000;7 775 000;;7 304 000;10 685 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,60;;;779,00;0,50;;;970,00;35,60%;79,70%;97,58%;37,62%;68,18%;367,18%;64,11%;52,51%;231,94%;39,07%;59,46%;100,00%;59,46%;40,54%;31,56%;49,00%;100,00%;51,00%;;204,07%;104,07%;;21,02%;11,87%;20,87%;22,78%;4 130,43%;;4 130,43%;284,82%
29;ПЕРСОНА, ООО;1045900533084;614016, Пермский кр., г. Пермь, ул. Куйбышева, д. 59 офис 7;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;22 629 000;16 472 000;16 143 000;21 669 000;;21 863 000;14 834 000;21 925 000;18 773 000;;;;;;;;;;;;;16 422 000;15 168 000;10 888 000;;;;;10 888 000;;4 017 000;4 547 000;6 014 000;76 000;2 793 000;;2 349 000;4 436 000;5 311 000;2 574 000;3 830 000;;373 000;;4 203 000;15 091 000;;;;;;;;;;;2 793 000;;;;;;;;;;;;;1 685 000;604 000;148 000;16 061 000;18 028 000;10 613 000;;;12 298 000;15 091 000;-6 410 000;2 793 000;12 298 000;15 113 000;22 629 000;16 465 000;16 143 000;21 669 000;13 006 000;21 764 000;14 318 000;20 764 000;18 221 000;;;;2 107 000;865 000;2 147 000;-4 621 000;3 448 000;;;;;552 000;2 896 000;179 000;2 717 000;2 896 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;286,87;1,50;;;54,00;6,80;1,70;219,40;280,00;;25,38%;-53,64%;130,56%;440,32%;;60,33%;46,97%;;;18,51%;-289,83%;-192,60%;81,49%;12,54%;;;15,91%;;;18,92%;84,09%;;16,37%;189,40%;;34,18%;100,00%;34,18%;3,03%
30;СЕГМЕНТ, ООО;1175958012691;614065, Пермский край, г.о. Пермский, г Пермь, ул Встречная, д. 33, офис 1;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;;346 000;28 000;1 945 000;480 000;20 653 000;356 000;43 000;2 500 000;624 000;17 688 000;;;;;;;;;;;;;;;;;;;;;1 229 000;-56 000;-71 000;-782 000;-1 178 000;1 578 000;;2 000;30 000;552 000;713 000;9 355 000;;28 000;;10 612 000;10 612 000;;;;;;;;;;;1 578 000;;93 000;1 609 000;1 509 000;1 509 000;;;1 509 000;;;;;;58 000;8 000;25 000;678 000;7 480 000;;45 000;7 525 000;10 612 000;3 087 000;1 578 000;9 034 000;344 000;28 000;1 933 000;480 000;20 647 000;377 000;37 000;2 409 000;616 000;17 653 000;;;;-33 000;-9 000;-476 000;-136 000;2 994 000;;;;6 000;35 000;2 965 000;208 000;2 757 000;2 965 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84,34;5,10;13,60;26,80;89,00;4,10;;;103,00;;88,15%;29,09%;354,82%;572,50%;;95,63%;93,85%;;48,88%;14,87%;100,00%;14,87%;85,13%;13,35%;;;14,50%;;;16,96%;85,50%;;47,38%;1 378,50%;;141,02%;;124,69%;0,37%
31;ОТЕЛЬ ЧАЙКОВСКИЙ, ООО;1135920001447;617761, Пермский кр., г. Чайковский, ул. Мира, д. 7;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;28 450 000;11 522 000;16 029 000;18 643 000;20 622 000;24 017 000;13 308 000;14 462 000;14 694 000;19 066 000;;;;;;;;;;;2 067 000;2 359 000;2 384 000;1 622 000;859 000;;;;;859 000;1 146 000;4 683 000;2 724 000;5 805 000;7 525 000;7 134 000;;372 000;330 000;158 000;4 668 000;1 232 000;;4 139 000;;6 517 000;7 376 000;;;;;;;;;;;7 134 000;;;;;;;;;;1 306 000;;;;845 000;469 000;266 000;143 000;242 000;;;242 000;7 376 000;6 275 000;7 134 000;242 000;28 386 000;11 107 000;15 875 000;18 643 000;20 622 000;23 766 000;11 780 000;14 258 000;14 694 000;19 066 000;;;;4 620 000;-673 000;1 617 000;3 949 000;1 556 000;;;;;;1 556 000;;1 556 000;1 556 000;20 531 000;20 531 000;;;17 097 000;13 173 000;2 200 000;;;3 434 000;;;;;;;;;;;;;;;;;;;;;;;;;3 434 000;20 531 000;17 097 000;3,69;107,10;16,10;22,70;52,00;7,00;16,60;22,00;133,00;;16,70%;85,07%;274,16%;3,39%;;;-58,02%;;;96,72%;87,96%;96,29%;3,28%;7,55%;;;7,55%;;;8,16%;92,45%;;20,69%;21,23%;;2 692,98%;;2 219,42%;1 710,33%
32;АПРИ ПОЛЕТ, ООО;1225600005685;614500, Пермский край, м.о. Пермский, тер. Шоссе Космонавтов, д. 449, офис 29;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;;;0;19 968 000;;;;570 000;20 083 000;;;;;;;;;;;;;;;;;15 000 000;;;15 000 000;376 000;;;;-445 000;-781 000;;;;;69 000;4 122 000;;1 717 000;;6 215 000;21 215 000;;;;;;;;;;;-781 000;;;;15 100 000;15 100 000;;;15 100 000;;;;426 000;1 941 000;;;;;4 956 000;;;6 897 000;21 215 000;1 259 000;-781 000;21 997 000;;;;;19 936 000;;;;66 000;18 269 000;;;;;;;-66 000;1 667 000;;;1 510 000;32 000;304 000;-115 000;221 000;-336 000;1 395 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,51;8,00;3,50;105,20;38,00;9,50;;;332,00;;19,43%;-3,21%;109,85%;-2 816,52%;100,00%;-2 181,95%;-1 962,10%;1 128,54%;105,45%;-3,68%;2 020,61%;-253,92%;103,69%;-1,69%;;;8,36%;;;9,12%;91,64%;-7,57%;-1,85%;54,81%;;90,11%;11,39%;84,66%;24,89%
33;ГК РЕГИОН 59, ООО;1105905005337;614065, Пермский кр., г. Пермь, шоссе Космонавтов, д. 399 стр. Б;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;15 263 000;15 235 000;16 153 000;13 505 000;19 185 000;10 773 000;10 387 000;10 066 000;9 440 000;10 694 000;;;;;;;;;;;;;;;;;;;;;1 175 000;-5 887 000;-500 000;6 224 000;10 972 000;19 181 000;;11 769 000;17 610 000;23 053 000;27 336 000;38 633 000;;21 000;;39 829 000;39 829 000;20 000;;;;;-5 907 000;-520 000;6 204 000;10 952 000;19 161 000;19 181 000;2 072 000;2 345 000;1 144 000;400 000;3 283 000;;;3 283 000;;;;;;16 045 000;16 732 000;16 713 000;17 024 000;17 365 000;;;17 365 000;39 829 000;22 464 000;19 181 000;20 648 000;15 263 000;14 698 000;15 936 000;13 505 000;19 185 000;10 530 000;9 668 000;9 341 000;8 165 000;9 489 000;9 696 000;;;4 733 000;5 030 000;6 595 000;5 340 000;9 696 000;;;;;1 205 000;8 491 000;;8 491 000;8 491 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;661,40;1,10;20,60;17,70;628,00;0,60;;;649,00;24,34%;97,00%;56,40%;56,24%;107,65%;;17,12%;17,01%;38,66%;14,61%;48,16%;100,00%;48,16%;51,84%;44,26%;;50,54%;50,54%;102,18%;;102,18%;49,46%;44,26%;24,89%;56,32%;24,36%;229,36%;;222,60%;0,12%
34;ГОСТИНИЧНЫЙ КОМПЛЕКС, ООО;1035901363277;618416, Пермский кр., г. Березники, ул. Ломоносова, д. 149;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;23 552 000;8 950 000;14 229 000;13 908 000;16 182 000;54 311 000;13 477 000;13 880 000;13 111 000;15 766 000;;;;;;;;;;;10 238 000;8 753 000;7 237 000;6 303 000;5 305 000;;;;;5 305 000;5 000;-58 312 000;-62 248 000;-60 622 000;-59 776 000;-59 669 000;;11 339 000;12 855 000;16 491 000;16 799 000;18 495 000;1 727 000;1 198 000;5 000;21 430 000;26 736 000;25 175 000;;;;;-83 488 000;-88 066 000;-88 291 000;-87 445 000;-87 339 000;-62 164 000;47 981 000;47 981 000;47 981 000;47 211 000;47 211 000;;;47 211 000;31 984 000;35 321 000;34 019 000;34 942 000;35 453 000;2 596 000;2 831 000;4 207 000;2 517 000;3 742 000;2 495 000;;41 689 000;26 736 000;15 956 000;-59 669 000;88 900 000;9 904 000;6 471 000;13 602 000;13 599 000;16 451 000;14 200 000;12 912 000;8 084 000;6 389 000;7 638 000;8 813 000;;7 402 000;-4 296 000;-6 441 000;-783 000;798 000;1 411 000;;;;-269 000;726 000;416 000;-309 000;107 000;416 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;149,55;5,30;0,10;3 655,80;392,00;0,90;2,80;128,80;573,00;32,96%;69,18%;-75,77%;63,73%;-148,99%;;-132,98%;-131,05%;19 871,15%;-378,96%;-223,18%;113,07%;-303,19%;332,51%;0,65%;44,99%;53,57%;8,58%;115,38%;119,06%;9,38%;46,43%;2,53%;0,41%;-0,17%;5,93%;51,40%;42,89%;51,39%;7,02%
35;ГОСТИНИЦА ИРЕНЬ, ООО;1135917000185;617471, Пермский кр., г. Кунгур, ул. Ленина, д. 30;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;22 642 000;9 616 000;11 947 000;15 847 000;16 447 000;16 070 000;9 853 000;11 760 000;15 513 000;16 189 000;;;;;;;;;;;7 212 000;7 073 000;6 803 000;6 533 000;6 533 000;;;;;6 533 000;;25 001 000;24 764 000;24 951 000;25 285 000;23 476 000;;2 289 000;3 523 000;2 430 000;7 610 000;5 510 000;12 533 000;;;18 043 000;24 576 000;10 744 000;;;;;14 227 000;13 990 000;14 177 000;14 511 000;12 732 000;23 476 000;;;;;;;;;1 350 000;1 650 000;1 650 000;1 120 000;;1 077 000;3 906 000;2 566 000;2 720 000;1 100 000;;;1 100 000;24 576 000;4 410 000;23 476 000;1 100 000;22 642 000;9 616 000;11 947 000;15 847 000;16 447 000;15 417 000;7 835 000;9 560 000;12 345 000;13 245 000;3 202 000;2 524 000;;7 225 000;-44 000;287 000;849 000;678 000;;;;;420 000;258 000;;258 000;258 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,63;8,60;5,70;63,90;146,00;2,50;2,50;145,00;596,00;13,03%;22,42%;68,94%;61,25%;4,69%;;;;;;95,52%;72,17%;93,90%;4,48%;1,57%;15,35%;19,47%;4,12%;24,18%;126,86%;4,30%;80,53%;1,57%;0,96%;1,06%;5,63%;1 640,27%;;1 640,27%;1 139,36%
36;КЛИО, ООО;1145958013937;614000, Пермский кр., г. Пермь, ул. Монастырская, д. 43;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;0;0;42 541 000;43 036 000;17 677 000;222 000;19 000;41 846 000;42 730 000;17 353 000;;;;;;;;;;;;;978 000;927 000;910 000;;6 000;;;916 000;;-1 162 000;-1 135 000;-487 000;-173 000;17 737 000;;1 928 000;1 977 000;12 797 000;11 271 000;26 857 000;;316 000;;27 173 000;28 089 000;;;;;;-1 172 000;-1 191 000;;;;17 737 000;3 203 000;3 203 000;;;;;;;;;3 203 000;3 203 000;;11 323 000;11 323 000;11 114 000;11 031 000;10 306 000;;46 000;10 352 000;28 089 000;16 821 000;17 737 000;10 352 000;;;42 541 000;42 451 000;16 356 000;;;43 000;54 000;44 000;;;;;;42 498 000;42 397 000;16 312 000;;;;1 321 000;17 309 000;324 000;;324 000;324 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88 500,06;1,50;;;425,00;0,90;17,80;20,50;471,00;;95,61%;59,88%;77,52%;58,36%;;;-1,78%;;;63,15%;94,84%;61,90%;36,85%;1,98%;;;99,73%;;;37 072,73%;0,27%;;1,54%;3,69%;;262,49%;;262,49%;3,05%
37;ГОСТИНИЦА КАМА, ООО;1225900024635;617060, Пермский край, г.о. Краснокамский, г Краснокамск, пр-кт Мира, д. 18;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;;;11 299 000;16 308 000;;;;11 088 000;15 778 000;;;;;;;;;;;989 000;913 000;855 000;4 561 000;4 522 000;;;;6 000;4 528 000;179 000;2 789 000;2 658 000;1 822 000;5 555 000;5 368 000;;434 000;207 000;127 000;20 000;66 000;;1 366 000;14 000;1 625 000;6 153 000;5 570 000;;860 000;;63 000;537 000;344 000;-493 000;-938 000;-1 125 000;5 368 000;;;;;;;;;;;;;;661 000;450 000;1 183 000;356 000;785 000;;;785 000;6 153 000;826 000;5 368 000;785 000;12 914 000;10 943 000;11 696 000;11 280 000;16 296 000;;10 410 000;11 486 000;;;16 296 000;15 503 000;;1 262 000;533 000;210 000;642 000;793 000;;;;12 000;275 000;530 000;;88 000;530 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,60;12,20;29,90;1,00;379,00;3,60;101,70;135,00;264,85%;1,07%;13,65%;270,16%;14,62%;;;-25,45%;;;87,24%;15,65%;51,69%;12,76%;0,54%;95,13%;100,00%;4,87%;;105,12%;5,12%;;3,25%;1,46%;1,61%;16,64%;207,01%;;184,20%;174,01%
38;ОТЕЛЬ АРИАН, ООО;1205900021524;614112, Пермский кр., г. Пермь, ул. Васнецова, д. 6 каб. 205;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;;650 000;10 602 000;9 665 000;15 395 000;;1 138 000;4 288 000;5 285 000;6 659 000;;;;;;;;;;;;;;;;;3 600 000;;;3 600 000;165 000;;-497 000;2 538 000;2 398 000;4 772 000;;;236 000;1 266 000;;;;1 498 000;;1 663 000;5 263 000;;;;;;;-507 000;2 528 000;2 388 000;;4 772 000;;205 000;;;;;;;;;;;;;575 000;481 000;388 000;491 000;;;491 000;5 263 000;1 172 000;4 772 000;491 000;;650 000;10 602 000;9 665 000;15 395 000;;;;;6 409 000;;;;;-484 000;6 314 000;4 380 000;8 986 000;;;;;250 000;8 736 000;;8 736 000;8 736 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,03;35,00;3,90;93,30;;;;;95,00;;;22,27%;382,53%;10,29%;;;-31,39%;;;90,67%;24,56%;70,48%;9,33%;56,75%;;;58,37%;;;140,21%;41,63%;;217,07%;243,68%;;338,70%;;305,09%;305,09%
